term,display_order,panel_key,panel_label,value,deviation,raw_count,document_count,token_denominator,document_denominator,panel_order,reference_key,reference_label,reference_value,reference_raw_count,reference_document_count,reference_token_denominator,reference_document_denominator,plotted_quantity,plotted_value,axis_min,axis_max,scale_policy,layout_band,layout_column,highlighted
more,16,romance,Romance,4191.576543292806,817.020520629445,312,20,74435,20,6,reference,Full 146-story sample,3374.5560226633606,1542,142,456949,146,deviation,817.020520629445,-8834.883377484586,8834.883377484586,shared,1,6,False
more,16,science_fiction,Science Fiction,3375.907275080178,1.3512524168172604,180,20,53319,20,7,reference,Full 146-story sample,3374.5560226633606,1542,142,456949,146,deviation,1.3512524168172604,-8834.883377484586,8834.883377484586,shared,1,7,False
more,16,western,Western,2846.1974262821377,-528.3585963812229,211,20,74134,20,8,reference,Full 146-story sample,3374.5560226633606,1542,142,456949,146,deviation,-528.3585963812229,-8834.883377484586,8834.883377484586,shared,1,8,False
little,17,adventure,Adventure,2359.0824674998744,-1008.9082710727016,47,6,19923,6,1,reference,Full 146-story sample,3367.990738572576,1539,144,456949,146,deviation,-1008.9082710727016,-8834.883377484586,8834.883377484586,shared,1,1,False
little,17,fantasy,Fantasy,11702.786377708979,8334.795639136402,378,20,32300,20,2,reference,Full 146-story sample,3367.990738572576,1539,144,456949,146,deviation,8334.795639136402,-8834.883377484586,8834.883377484586,shared,1,2,True
little,17,horror,Horror,1632.6642611165228,-1735.3264774560532,119,19,72887,20,3,reference,Full 146-story sample,3367.990738572576,1539,144,456949,146,deviation,-1735.3264774560532,-8834.883377484586,8834.883377484586,shared,1,3,False
little,17,humor,Humor,2690.6598114824337,-677.3309270901423,157,20,58350,20,4,reference,Full 146-story sample,3367.990738572576,1539,144,456949,146,deviation,-677.3309270901423,-8834.883377484586,8834.883377484586,shared,1,4,True
little,17,mystery,Mystery,3282.077065962766,-85.91367260980996,235,20,71601,20,5,reference,Full 146-story sample,3367.990738572576,1539,144,456949,146,deviation,-85.91367260980996,-8834.883377484586,8834.883377484586,shared,1,5,False
little,17,romance,Romance,4272.183784509975,904.1930459373993,318,20,74435,20,6,reference,Full 146-story sample,3367.990738572576,1539,144,456949,146,deviation,904.1930459373993,-8834.883377484586,8834.883377484586,shared,1,6,False
little,17,science_fiction,Science Fiction,2063.054445882331,-1304.936292690245,110,19,53319,20,7,reference,Full 146-story sample,3367.990738572576,1539,144,456949,146,deviation,-1304.936292690245,-8834.883377484586,8834.883377484586,shared,1,7,False
little,17,western,Western,2360.5902824614886,-1007.4004561110874,175,20,74134,20,8,reference,Full 146-story sample,3367.990738572576,1539,144,456949,146,deviation,-1007.4004561110874,-8834.883377484586,8834.883377484586,shared,1,8,False
down,18,adventure,Adventure,4768.358178989108,1415.686436628363,95,6,19923,6,1,reference,Full 146-story sample,3352.6717423607447,1532,142,456949,146,deviation,1415.686436628363,-8834.883377484586,8834.883377484586,shared,1,1,True
down,18,fantasy,Fantasy,3653.2507739938083,300.57903163306355,118,18,32300,20,2,reference,Full 146-story sample,3352.6717423607447,1532,142,456949,146,deviation,300.57903163306355,-8834.883377484586,8834.883377484586,shared,1,2,False
down,18,horror,Horror,2497.0159287664465,-855.6558135942983,182,20,72887,20,3,reference,Full 146-story sample,3352.6717423607447,1532,142,456949,146,deviation,-855.6558135942983,-8834.883377484586,8834.883377484586,shared,1,3,False
down,18,humor,Humor,2810.6255355612684,-542.0462067994763,164,19,58350,20,4,reference,Full 146-story sample,3352.6717423607447,1532,142,456949,146,deviation,-542.0462067994763,-8834.883377484586,8834.883377484586,shared,1,4,False
down,18,mystery,Mystery,3310.009636736917,-42.662105623827756,237,20,71601,20,5,reference,Full 146-story sample,3352.6717423607447,1532,142,456949,146,deviation,-42.662105623827756,-8834.883377484586,8834.883377484586,shared,1,5,False
down,18,romance,Romance,2364.479075703634,-988.1926666571107,176,19,74435,20,6,reference,Full 146-story sample,3352.6717423607447,1532,142,456949,146,deviation,-988.1926666571107,-8834.883377484586,8834.883377484586,shared,1,6,False
down,18,science_fiction,Science Fiction,3563.457679251299,210.78593689055424,190,20,53319,20,7,reference,Full 146-story sample,3352.6717423607447,1532,142,456949,146,deviation,210.78593689055424,-8834.883377484586,8834.883377484586,shared,1,7,False
down,18,western,Western,4990.962311490005,1638.2905691292603,370,20,74134,20,8,reference,Full 146-story sample,3352.6717423607447,1532,142,456949,146,deviation,1638.2905691292603,-8834.883377484586,8834.883377484586,shared,1,8,False
did,19,adventure,Adventure,3613.9135672338502,269.99553699415173,72,6,19923,6,1,reference,Full 146-story sample,3343.9180302396985,1528,139,456949,146,deviation,269.99553699415173,-8834.883377484586,8834.883377484586,shared,1,1,False
did,19,fantasy,Fantasy,3065.015479876161,-278.90255036353756,99,15,32300,20,2,reference,Full 146-story sample,3343.9180302396985,1528,139,456949,146,deviation,-278.90255036353756,-8834.883377484586,8834.883377484586,shared,1,2,False
did,19,horror,Horror,2373.537119102172,-970.3809111375267,173,20,72887,20,3,reference,Full 146-story sample,3343.9180302396985,1528,139,456949,146,deviation,-970.3809111375267,-8834.883377484586,8834.883377484586,shared,1,3,False
did,19,humor,Humor,3907.4550128534706,563.5369826137721,228,20,58350,20,4,reference,Full 146-story sample,3343.9180302396985,1528,139,456949,146,deviation,563.5369826137721,-8834.883377484586,8834.883377484586,shared,1,4,False
did,19,mystery,Mystery,3323.975922123993,-19.94210811570565,238,20,71601,20,5,reference,Full 146-story sample,3343.9180302396985,1528,139,456949,146,deviation,-19.94210811570565,-8834.883377484586,8834.883377484586,shared,1,5,False
did,19,romance,Romance,4406.529186538591,1062.6111562988922,328,20,74435,20,6,reference,Full 146-story sample,3343.9180302396985,1528,139,456949,146,deviation,1062.6111562988922,-8834.883377484586,8834.883377484586,shared,1,6,False
did,19,science_fiction,Science Fiction,2719.4808604812542,-624.4371697584443,145,18,53319,20,7,reference,Full 146-story sample,3343.9180302396985,1528,139,456949,146,deviation,-624.4371697584443,-8834.883377484586,8834.883377484586,shared,1,7,False
did,19,western,Western,3304.826395446084,-39.0916347936145,245,20,74134,20,8,reference,Full 146-story sample,3343.9180302396985,1528,139,456949,146,deviation,-39.0916347936145,-8834.883377484586,8834.883377484586,shared,1,8,False
some,20,adventure,Adventure,3262.560859308337,14.933662400148023,65,6,19923,6,1,reference,Full 146-story sample,3247.627196908189,1484,141,456949,146,deviation,14.933662400148023,-8834.883377484586,8834.883377484586,shared,1,1,False
some,20,fantasy,Fantasy,2167.1826625387,-1080.4445343694892,70,16,32300,20,2,reference,Full 146-story sample,3247.627196908189,1484,141,456949,146,deviation,-1080.4445343694892,-8834.883377484586,8834.883377484586,shared,1,2,False
some,20,horror,Horror,3923.8821737758444,676.2549768676554,286,20,72887,20,3,reference,Full 146-story sample,3247.627196908189,1484,141,456949,146,deviation,676.2549768676554,-8834.883377484586,8834.883377484586,shared,1,3,True
some,20,humor,Humor,3067.694944301628,-179.93225260656118,179,20,58350,20,4,reference,Full 146-story sample,3247.627196908189,1484,141,456949,146,deviation,-179.93225260656118,-8834.883377484586,8834.883377484586,shared,1,4,False
some,20,mystery,Mystery,3882.6273376070167,635.0001406988276,278,20,71601,20,5,reference,Full 146-story sample,3247.627196908189,1484,141,456949,146,deviation,635.0001406988276,-8834.883377484586,8834.883377484586,shared,1,5,False
some,20,romance,Romance,3143.682407469604,-103.94478943858485,234,20,74435,20,6,reference,Full 146-story sample,3247.627196908189,1484,141,456949,146,deviation,-103.94478943858485,-8834.883377484586,8834.883377484586,shared,1,6,False
some,20,science_fiction,Science Fiction,3113.3367092406083,-134.2904876675807,166,20,53319,20,7,reference,Full 146-story sample,3247.627196908189,1484,141,456949,146,deviation,-134.2904876675807,-8834.883377484586,8834.883377484586,shared,1,7,False
some,20,western,Western,2778.751989640381,-468.87520726780804,206,19,74134,20,8,reference,Full 146-story sample,3247.627196908189,1484,141,456949,146,deviation,-468.87520726780804,-8834.883377484586,8834.883377484586,shared,1,8,False
